MSOA21CD,n_oas,n_diff,disagree_pct
E02001797,19,1,5.263157894736842
E02001798,29,0,0.0
E02001799,35,1,2.857142857142857
E02001800,23,2,8.695652173913043
E02001801,19,4,21.052631578947366
E02001802,25,2,8.0
E02001803,33,3,9.090909090909092
E02001804,20,2,10.0
E02001805,20,2,10.0
E02001806,33,3,9.090909090909092
E02001807,27,2,7.4074074074074066
E02001808,19,3,15.789473684210526
E02001809,24,2,8.333333333333332
E02001810,30,2,6.666666666666667
E02001811,34,3,8.823529411764707
E02001812,33,6,18.181818181818183
E02001813,35,1,2.857142857142857
E02001814,21,0,0.0
E02001815,33,6,18.181818181818183
E02001816,27,1,3.7037037037037033
E02001817,23,1,4.3478260869565215
E02001818,29,2,6.896551724137931
E02001819,25,4,16.0
E02001820,35,4,11.428571428571429
E02001821,20,1,5.0
E02001822,25,3,12.0
E02001823,25,0,0.0
E02001824,31,2,6.451612903225806
E02001825,26,4,15.384615384615385
E02001826,28,2,7.142857142857142
E02001827,20,4,20.0
E02001828,23,3,13.043478260869565
E02001829,29,2,6.896551724137931
E02001830,31,3,9.67741935483871
E02001831,34,2,5.88235294117647
E02001832,27,4,14.814814814814813
E02001833,19,1,5.263157894736842
E02001834,20,0,0.0
E02001835,26,1,3.8461538461538463
E02001836,29,1,3.4482758620689653
E02001837,34,0,0.0
E02001838,24,5,20.833333333333336
E02001839,21,6,28.57142857142857
E02001840,29,3,10.344827586206897
E02001841,19,1,5.263157894736842
E02001842,26,2,7.6923076923076925
E02001843,21,1,4.761904761904762
E02001844,32,8,25.0
E02001845,21,4,19.047619047619047
E02001846,26,2,7.6923076923076925
E02001847,19,5,26.31578947368421
E02001848,20,1,5.0
E02001849,27,2,7.4074074074074066
E02001850,25,5,20.0
E02001851,28,3,10.714285714285714
E02001852,20,1,5.0
E02001855,33,0,0.0
E02001856,26,2,7.6923076923076925
E02001857,42,3,7.142857142857142
E02001858,24,2,8.333333333333332
E02001859,25,0,0.0
E02001860,23,0,0.0
E02001861,26,2,7.6923076923076925
E02001862,26,1,3.8461538461538463
E02001863,22,0,0.0
E02001865,30,0,0.0
E02001866,24,0,0.0
E02001867,21,0,0.0
E02001868,22,1,4.545454545454546
E02001869,18,0,0.0
E02001870,30,0,0.0
E02001871,28,1,3.571428571428571
E02001872,23,0,0.0
E02001873,28,0,0.0
E02001874,22,1,4.545454545454546
E02001875,26,4,15.384615384615385
E02001876,27,3,11.11111111111111
E02001877,29,1,3.4482758620689653
E02001878,23,1,4.3478260869565215
E02001879,24,0,0.0
E02001880,28,3,10.714285714285714
E02001881,23,0,0.0
E02001882,24,0,0.0
E02001883,28,4,14.285714285714285
E02001884,23,0,0.0
E02001886,29,1,3.4482758620689653
E02001888,19,1,5.263157894736842
E02001889,19,0,0.0
E02001890,32,2,6.25
E02001892,28,0,0.0
E02001893,26,3,11.538461538461538
E02001895,27,1,3.7037037037037033
E02001896,23,0,0.0
E02001897,22,2,9.090909090909092
E02001898,22,2,9.090909090909092
E02001899,26,2,7.6923076923076925
E02001900,22,1,4.545454545454546
E02001901,28,2,7.142857142857142
E02001902,20,2,10.0
E02001903,22,0,0.0
E02001904,20,3,15.0
E02001905,25,2,8.0
E02001906,30,2,6.666666666666667
E02001907,33,2,6.0606060606060606
E02001908,23,0,0.0
E02001909,20,1,5.0
E02001910,18,0,0.0
E02001911,26,5,19.230769230769234
E02001913,25,1,4.0
E02001914,18,0,0.0
E02001915,35,4,11.428571428571429
E02001916,25,1,4.0
E02001918,30,4,13.333333333333334
E02001919,20,2,10.0
E02001920,26,3,11.538461538461538
E02001921,26,2,7.6923076923076925
E02001922,35,22,62.857142857142854
E02001923,27,1,3.7037037037037033
E02001924,20,2,10.0
E02001925,21,1,4.761904761904762
E02001926,24,2,8.333333333333332
E02001927,25,1,4.0
E02001928,23,0,0.0
E02001929,29,3,10.344827586206897
E02001930,25,0,0.0
E02001931,24,6,25.0
E02001932,26,2,7.6923076923076925
E02001933,25,4,16.0
E02001934,18,4,22.22222222222222
E02001935,25,2,8.0
E02001936,20,2,10.0
E02001937,25,1,4.0
E02001938,26,2,7.6923076923076925
E02001939,24,4,16.666666666666664
E02001941,21,3,14.285714285714285
E02001942,22,3,13.636363636363635
E02001943,20,4,20.0
E02001944,27,2,7.4074074074074066
E02001945,24,1,4.166666666666666
E02001946,25,3,12.0
E02001947,23,1,4.3478260869565215
E02001948,23,0,0.0
E02001949,19,3,15.789473684210526
E02001950,26,3,11.538461538461538
E02001951,32,3,9.375
E02001952,30,2,6.666666666666667
E02001953,24,3,12.5
E02001954,27,0,0.0
E02001955,24,4,16.666666666666664
E02001956,22,2,9.090909090909092
E02001957,24,2,8.333333333333332
E02001958,25,6,24.0
E02001959,20,1,5.0
E02001961,26,1,3.8461538461538463
E02001962,21,3,14.285714285714285
E02001963,19,5,26.31578947368421
E02001964,32,7,21.875
E02001965,24,0,0.0
E02001966,18,1,5.555555555555555
E02001967,22,2,9.090909090909092
E02001968,23,4,17.391304347826086
E02001969,22,1,4.545454545454546
E02001970,20,2,10.0
E02001971,19,5,26.31578947368421
E02001972,31,0,0.0
E02001973,26,5,19.230769230769234
E02001974,32,13,40.625
E02001975,24,7,29.166666666666668
E02001976,25,5,20.0
E02001977,30,3,10.0
E02001978,21,7,33.33333333333333
E02001979,20,5,25.0
E02001980,21,1,4.761904761904762
E02001981,35,1,2.857142857142857
E02001982,29,5,17.24137931034483
E02001983,27,5,18.51851851851852
E02001984,31,5,16.129032258064516
E02001985,23,2,8.695652173913043
E02001986,27,1,3.7037037037037033
E02001987,21,3,14.285714285714285
E02001988,31,2,6.451612903225806
E02001989,19,2,10.526315789473683
E02001990,30,3,10.0
E02001991,29,7,24.137931034482758
E02001992,31,3,9.67741935483871
E02001993,25,5,20.0
E02001994,27,1,3.7037037037037033
E02001995,30,5,16.666666666666664
E02001996,24,3,12.5
E02001997,28,2,7.142857142857142
E02001998,19,5,26.31578947368421
E02001999,21,4,19.047619047619047
E02002000,27,3,11.11111111111111
E02002001,20,4,20.0
E02002002,24,6,25.0
E02002003,30,2,6.666666666666667
E02002004,23,2,8.695652173913043
E02002005,28,2,7.142857142857142
E02002006,22,4,18.181818181818183
E02002007,30,2,6.666666666666667
E02002008,25,5,20.0
E02002009,21,1,4.761904761904762
E02002010,27,2,7.4074074074074066
E02002011,19,4,21.052631578947366
E02002012,27,2,7.4074074074074066
E02002013,22,5,22.727272727272727
E02002014,23,0,0.0
E02002015,23,1,4.3478260869565215
E02002016,25,0,0.0
E02002017,25,2,8.0
E02002018,30,8,26.666666666666668
E02002019,24,0,0.0
E02002020,31,6,19.35483870967742
E02002021,27,5,18.51851851851852
E02002022,28,2,7.142857142857142
E02002023,18,2,11.11111111111111
E02002024,26,2,7.6923076923076925
E02002025,27,3,11.11111111111111
E02002026,22,2,9.090909090909092
E02002027,18,2,11.11111111111111
E02002028,21,4,19.047619047619047
E02002029,19,3,15.789473684210526
E02002030,21,0,0.0
E02002031,18,3,16.666666666666664
E02002032,30,1,3.3333333333333335
E02002033,25,5,20.0
E02002034,28,3,10.714285714285714
E02002035,19,5,26.31578947368421
E02002036,21,2,9.523809523809524
E02002037,20,3,15.0
E02002038,31,3,9.67741935483871
E02002039,20,3,15.0
E02002040,20,6,30.0
E02002041,21,3,14.285714285714285
E02002042,27,1,3.7037037037037033
E02002043,24,3,12.5
E02002044,24,3,12.5
E02002045,24,2,8.333333333333332
E02002046,17,0,0.0
E02002047,22,2,9.090909090909092
E02002048,22,1,4.545454545454546
E02002049,18,3,16.666666666666664
E02002051,18,0,0.0
E02002052,30,1,3.3333333333333335
E02002053,20,2,10.0
E02002054,17,3,17.647058823529413
E02002055,30,1,3.3333333333333335
E02002056,29,1,3.4482758620689653
E02002057,32,9,28.125
E02002058,39,4,10.256410256410255
E02002059,33,2,6.0606060606060606
E02002060,20,0,0.0
E02002061,18,0,0.0
E02002062,24,1,4.166666666666666
E02002063,28,2,7.142857142857142
E02002064,36,4,11.11111111111111
E02002065,34,1,2.941176470588235
E02002066,20,0,0.0
E02002067,20,4,20.0
E02002069,23,3,13.043478260869565
E02002070,26,4,15.384615384615385
E02002071,21,1,4.761904761904762
E02002072,26,4,15.384615384615385
E02002073,24,1,4.166666666666666
E02002074,25,1,4.0
E02002075,27,6,22.22222222222222
E02002076,35,9,25.71428571428571
E02002077,34,0,0.0
E02002078,21,1,4.761904761904762
E02002079,27,2,7.4074074074074066
E02002080,23,2,8.695652173913043
E02002081,19,5,26.31578947368421
E02002082,19,1,5.263157894736842
E02002083,19,0,0.0
E02002084,21,2,9.523809523809524
E02002085,21,1,4.761904761904762
E02002086,19,0,0.0
E02002087,21,2,9.523809523809524
E02002088,33,5,15.151515151515152
E02002089,24,3,12.5
E02002090,18,0,0.0
E02002091,26,1,3.8461538461538463
E02002092,24,0,0.0
E02002093,22,1,4.545454545454546
E02002094,18,3,16.666666666666664
E02002095,28,5,17.857142857142858
E02002096,30,2,6.666666666666667
E02002097,23,6,26.08695652173913
E02002098,29,4,13.793103448275861
E02002099,20,1,5.0
E02002101,21,2,9.523809523809524
E02002102,26,2,7.6923076923076925
E02002103,20,3,15.0
E02002104,19,2,10.526315789473683
E02002105,23,3,13.043478260869565
E02002106,30,4,13.333333333333334
E02002107,18,0,0.0
E02002108,31,3,9.67741935483871
E02002109,39,6,15.384615384615385
E02002110,22,1,4.545454545454546
E02002111,22,0,0.0
E02002112,18,2,11.11111111111111
E02002113,20,0,0.0
E02002114,20,5,25.0
E02002115,22,4,18.181818181818183
E02002116,22,2,9.090909090909092
E02002117,22,4,18.181818181818183
E02002118,23,1,4.3478260869565215
E02002119,19,1,5.263157894736842
E02002120,19,1,5.263157894736842
E02002121,19,1,5.263157894736842
E02002122,19,1,5.263157894736842
E02002123,20,3,15.0
E02002124,25,4,16.0
E02002125,20,0,0.0
E02002126,21,0,0.0
E02002127,26,1,3.8461538461538463
E02002128,18,1,5.555555555555555
E02002129,19,2,10.526315789473683
E02002130,21,0,0.0
E02002131,24,2,8.333333333333332
E02002132,19,0,0.0
E02002133,21,1,4.761904761904762
E02002134,25,2,8.0
E02002135,22,0,0.0
E02002136,22,4,18.181818181818183
E02002137,20,5,25.0
E02002138,18,3,16.666666666666664
E02002139,32,6,18.75
E02002140,23,0,0.0
E02002141,21,0,0.0
E02002142,20,0,0.0
E02002143,25,0,0.0
E02002144,19,3,15.789473684210526
E02002145,26,3,11.538461538461538
E02002146,16,3,18.75
E02002147,26,2,7.6923076923076925
E02002148,36,3,8.333333333333332
E02002149,32,1,3.125
E02002150,18,1,5.555555555555555
E02002151,20,3,15.0
E02002152,18,0,0.0
E02002153,27,0,0.0
E02002154,24,0,0.0
E02002155,17,0,0.0
E02002156,27,0,0.0
E02002157,25,4,16.0
E02002158,26,2,7.6923076923076925
E02002159,17,3,17.647058823529413
E02002160,24,0,0.0
E02002161,19,2,10.526315789473683
E02002162,27,8,29.629629629629626
E02002163,36,3,8.333333333333332
E02002164,17,0,0.0
E02002165,27,6,22.22222222222222
E02002166,30,2,6.666666666666667
E02002167,23,3,13.043478260869565
E02002168,34,2,5.88235294117647
E02002169,28,4,14.285714285714285
E02002170,21,1,4.761904761904762
E02002171,22,2,9.090909090909092
E02002174,24,6,25.0
E02002175,21,4,19.047619047619047
E02002176,26,2,7.6923076923076925
E02002177,34,6,17.647058823529413
E02002178,21,5,23.809523809523807
E02002179,20,4,20.0
E02002180,21,0,0.0
E02002181,28,3,10.714285714285714
E02002182,20,3,15.0
E02002183,20,12,60.0
E02002184,42,9,21.428571428571427
E02002185,19,7,36.84210526315789
E02002187,21,3,14.285714285714285
E02002188,23,0,0.0
E02002189,17,3,17.647058823529413
E02002190,34,3,8.823529411764707
E02002191,29,2,6.896551724137931
E02002192,29,4,13.793103448275861
E02002193,22,1,4.545454545454546
E02002194,25,2,8.0
E02002195,21,4,19.047619047619047
E02002196,21,4,19.047619047619047
E02002197,30,10,33.33333333333333
E02002198,28,5,17.857142857142858
E02002199,24,4,16.666666666666664
E02002200,29,3,10.344827586206897
E02002201,37,8,21.62162162162162
E02002202,28,4,14.285714285714285
E02002203,24,2,8.333333333333332
E02002204,37,3,8.108108108108109
E02002205,32,14,43.75
E02002206,26,0,0.0
E02002207,18,1,5.555555555555555
E02002208,25,2,8.0
E02002209,19,1,5.263157894736842
E02002210,23,5,21.73913043478261
E02002211,17,1,5.88235294117647
E02002212,22,0,0.0
E02002213,21,7,33.33333333333333
E02002214,18,5,27.77777777777778
E02002215,24,0,0.0
E02002216,24,1,4.166666666666666
E02002217,27,1,3.7037037037037033
E02002218,28,6,21.428571428571427
E02002219,18,0,0.0
E02002220,22,1,4.545454545454546
E02002222,23,2,8.695652173913043
E02002223,19,1,5.263157894736842
E02002224,24,0,0.0
E02002225,26,6,23.076923076923077
E02002226,34,2,5.88235294117647
E02002227,19,2,10.526315789473683
E02002228,22,4,18.181818181818183
E02002229,25,6,24.0
E02002230,24,2,8.333333333333332
E02002231,37,3,8.108108108108109
E02002232,19,1,5.263157894736842
E02002233,21,0,0.0
E02002234,24,1,4.166666666666666
E02002235,18,2,11.11111111111111
E02002236,19,5,26.31578947368421
E02002237,25,5,20.0
E02002238,20,2,10.0
E02002239,29,4,13.793103448275861
E02002240,37,9,24.324324324324326
E02002241,37,1,2.7027027027027026
E02002242,27,4,14.814814814814813
E02002243,29,3,10.344827586206897
E02002244,22,4,18.181818181818183
E02002245,17,2,11.76470588235294
E02002246,33,7,21.21212121212121
E02002247,32,12,37.5
E02002248,24,1,4.166666666666666
E02002249,19,2,10.526315789473683
E02002250,27,11,40.74074074074074
E02002251,28,4,14.285714285714285
E02002252,22,3,13.636363636363635
E02002253,23,4,17.391304347826086
E02002254,21,4,19.047619047619047
E02002255,21,1,4.761904761904762
E02002256,31,12,38.70967741935484
E02002257,18,1,5.555555555555555
E02002258,31,7,22.58064516129032
E02002259,23,5,21.73913043478261
E02002260,30,8,26.666666666666668
E02002261,25,6,24.0
E02002262,28,6,21.428571428571427
E02002263,20,3,15.0
E02002264,23,6,26.08695652173913
E02002265,19,6,31.57894736842105
E02002266,19,4,21.052631578947366
E02002267,26,3,11.538461538461538
E02002268,34,7,20.588235294117645
E02002269,30,6,20.0
E02002270,27,7,25.925925925925924
E02002271,23,5,21.73913043478261
E02002272,32,4,12.5
E02002273,22,5,22.727272727272727
E02002274,22,3,13.636363636363635
E02002275,29,6,20.689655172413794
E02002276,23,2,8.695652173913043
E02002277,20,2,10.0
E02002278,21,3,14.285714285714285
E02002279,21,3,14.285714285714285
E02002280,19,1,5.263157894736842
E02002281,32,4,12.5
E02002282,20,6,30.0
E02002283,21,2,9.523809523809524
E02002284,23,1,4.3478260869565215
E02002285,25,3,12.0
E02002286,17,6,35.294117647058826
E02002287,21,1,4.761904761904762
E02002288,31,6,19.35483870967742
E02002289,17,0,0.0
E02002290,21,1,4.761904761904762
E02002291,19,2,10.526315789473683
E02002292,18,2,11.11111111111111
E02002293,22,2,9.090909090909092
E02002294,27,0,0.0
E02002295,22,4,18.181818181818183
E02002296,24,5,20.833333333333336
E02002297,22,5,22.727272727272727
E02002298,21,4,19.047619047619047
E02002299,21,2,9.523809523809524
E02002300,27,2,7.4074074074074066
E02002301,21,3,14.285714285714285
E02002302,22,3,13.636363636363635
E02002303,22,3,13.636363636363635
E02002304,23,5,21.73913043478261
E02002305,20,1,5.0
E02002306,21,2,9.523809523809524
E02002307,20,1,5.0
E02002308,23,5,21.73913043478261
E02002309,20,3,15.0
E02002310,20,3,15.0
E02002311,21,4,19.047619047619047
E02002312,26,2,7.6923076923076925
E02002313,20,2,10.0
E02002314,20,5,25.0
E02002315,22,6,27.27272727272727
E02002316,21,3,14.285714285714285
E02002317,22,3,13.636363636363635
E02002318,22,5,22.727272727272727
E02002319,22,12,54.54545454545454
E02002320,23,6,26.08695652173913
E02002321,20,5,25.0
E02002322,20,5,25.0
E02002323,29,6,20.689655172413794
E02002324,20,4,20.0
E02002325,29,9,31.03448275862069
E02002326,20,1,5.0
E02002327,30,5,16.666666666666664
E02002328,21,7,33.33333333333333
E02002329,37,3,8.108108108108109
E02002330,23,5,21.73913043478261
E02002331,23,3,13.043478260869565
E02002332,23,4,17.391304347826086
E02002333,27,10,37.03703703703704
E02002334,25,4,16.0
E02002335,24,3,12.5
E02002336,21,2,9.523809523809524
E02002337,25,2,8.0
E02002338,25,8,32.0
E02002339,21,5,23.809523809523807
E02002340,20,2,10.0
E02002341,26,5,19.230769230769234
E02002342,22,3,13.636363636363635
E02002343,20,7,35.0
E02002344,28,4,14.285714285714285
E02002345,18,1,5.555555555555555
E02002346,22,1,4.545454545454546
E02002347,22,0,0.0
E02002348,23,3,13.043478260869565
E02002349,19,3,15.789473684210526
E02002350,20,1,5.0
E02002351,20,2,10.0
E02002352,24,3,12.5
E02002353,19,3,15.789473684210526
E02002354,25,2,8.0
E02002356,28,1,3.571428571428571
E02002357,28,8,28.57142857142857
E02002358,29,3,10.344827586206897
E02002359,22,7,31.818181818181817
E02002360,26,3,11.538461538461538
E02002361,20,3,15.0
E02002362,27,3,11.11111111111111
E02002363,23,5,21.73913043478261
E02002364,21,2,9.523809523809524
E02002366,22,4,18.181818181818183
E02002367,21,4,19.047619047619047
E02002368,25,6,24.0
E02002369,25,1,4.0
E02002370,22,2,9.090909090909092
E02002371,29,2,6.896551724137931
E02002373,25,2,8.0
E02002374,22,2,9.090909090909092
E02002375,20,3,15.0
E02002376,20,2,10.0
E02002377,19,1,5.263157894736842
E02002379,17,1,5.88235294117647
E02002380,21,3,14.285714285714285
E02002381,20,8,40.0
E02002382,19,2,10.526315789473683
E02002383,23,7,30.434782608695656
E02002384,38,3,7.894736842105263
E02002385,26,2,7.6923076923076925
E02002386,34,4,11.76470588235294
E02002387,20,4,20.0
E02002388,25,4,16.0
E02002389,23,1,4.3478260869565215
E02002390,24,1,4.166666666666666
E02002391,27,6,22.22222222222222
E02002392,25,1,4.0
E02002393,26,3,11.538461538461538
E02002394,23,5,21.73913043478261
E02002395,22,5,22.727272727272727
E02002396,29,1,3.4482758620689653
E02002397,26,3,11.538461538461538
E02002398,26,7,26.923076923076923
E02002399,20,3,15.0
E02002400,30,4,13.333333333333334
E02002401,19,1,5.263157894736842
E02002402,19,6,31.57894736842105
E02002403,21,6,28.57142857142857
E02002404,39,4,10.256410256410255
E02002405,28,5,17.857142857142858
E02002406,24,3,12.5
E02002407,22,2,9.090909090909092
E02002408,24,4,16.666666666666664
E02002409,22,0,0.0
E02002410,25,1,4.0
E02002411,30,0,0.0
E02002412,26,5,19.230769230769234
E02002414,24,1,4.166666666666666
E02002415,21,2,9.523809523809524
E02002416,24,5,20.833333333333336
E02002417,23,12,52.17391304347826
E02002418,24,3,12.5
E02002419,27,3,11.11111111111111
E02002420,27,3,11.11111111111111
E02002421,21,1,4.761904761904762
E02002422,21,4,19.047619047619047
E02002423,19,1,5.263157894736842
E02002424,26,6,23.076923076923077
E02002425,28,3,10.714285714285714
E02002426,25,2,8.0
E02002427,25,3,12.0
E02002428,25,3,12.0
E02002429,29,4,13.793103448275861
E02002430,25,3,12.0
E02002431,29,4,13.793103448275861
E02002432,25,3,12.0
E02002433,24,6,25.0
E02002434,30,5,16.666666666666664
E02002435,25,5,20.0
E02002436,22,4,18.181818181818183
E02002437,19,2,10.526315789473683
E02002438,28,3,10.714285714285714
E02002439,32,7,21.875
E02002440,26,2,7.6923076923076925
E02002441,31,3,9.67741935483871
E02002442,22,4,18.181818181818183
E02002443,22,5,22.727272727272727
E02002444,23,4,17.391304347826086
E02002445,26,3,11.538461538461538
E02002446,20,4,20.0
E02002447,22,1,4.545454545454546
E02002448,28,4,14.285714285714285
E02002449,30,4,13.333333333333334
E02002450,25,7,28.000000000000004
E02002451,26,4,15.384615384615385
E02002452,31,3,9.67741935483871
E02002453,33,0,0.0
E02002454,27,2,7.4074074074074066
E02002455,22,2,9.090909090909092
E02002456,21,4,19.047619047619047
E02002457,26,3,11.538461538461538
E02002458,29,9,31.03448275862069
E02002459,30,5,16.666666666666664
E02002460,26,7,26.923076923076923
E02002461,38,7,18.421052631578945
E02002462,27,5,18.51851851851852
E02002463,31,1,3.225806451612903
E02002464,31,4,12.903225806451612
E02002465,21,6,28.57142857142857
E02002466,32,3,9.375
E02002467,29,4,13.793103448275861
E02002468,20,5,25.0
E02002469,22,4,18.181818181818183
E02002470,20,3,15.0
E02002471,40,11,27.500000000000004
E02002472,19,4,21.052631578947366
E02002473,22,4,18.181818181818183
E02002474,23,0,0.0
E02002475,19,4,21.052631578947366
E02002476,20,2,10.0
E02002477,19,1,5.263157894736842
E02002478,20,4,20.0
E02002479,26,4,15.384615384615385
E02002480,22,2,9.090909090909092
E02002481,21,4,19.047619047619047
E02002482,22,2,9.090909090909092
E02002483,34,5,14.705882352941178
E02002484,35,3,8.571428571428571
E02002485,29,2,6.896551724137931
E02002489,25,2,8.0
E02002490,22,2,9.090909090909092
E02002491,22,0,0.0
E02002492,22,2,9.090909090909092
E02002493,22,4,18.181818181818183
E02002494,27,1,3.7037037037037033
E02002496,33,6,18.181818181818183
E02002497,22,3,13.636363636363635
E02002498,29,4,13.793103448275861
E02002499,25,0,0.0
E02002500,18,2,11.11111111111111
E02002501,17,0,0.0
E02002502,34,1,2.941176470588235
E02002503,21,1,4.761904761904762
E02002504,27,5,18.51851851851852
E02002505,21,0,0.0
E02002506,20,1,5.0
E02002507,18,2,11.11111111111111
E02002508,18,4,22.22222222222222
E02002509,18,1,5.555555555555555
E02002510,23,2,8.695652173913043
E02002512,17,6,35.294117647058826
E02002513,36,4,11.11111111111111
E02002514,29,4,13.793103448275861
E02002515,24,2,8.333333333333332
E02002516,21,0,0.0
E02002517,19,4,21.052631578947366
E02002518,38,6,15.789473684210526
E02002519,28,6,21.428571428571427
E02002520,48,7,14.583333333333334
E02002521,21,7,33.33333333333333
E02002523,22,0,0.0
E02002524,18,2,11.11111111111111
E02002525,29,3,10.344827586206897
E02002526,25,1,4.0
E02002527,17,2,11.76470588235294
E02002529,20,1,5.0
E02002530,21,2,9.523809523809524
E02002532,25,3,12.0
E02002533,22,6,27.27272727272727
E02002534,20,6,30.0
E02002535,32,3,9.375
E02002536,35,6,17.142857142857142
E02002537,29,2,6.896551724137931
E02002538,19,1,5.263157894736842
E02002539,33,3,9.090909090909092
E02002540,21,1,4.761904761904762
E02002541,22,2,9.090909090909092
E02002542,26,0,0.0
E02002543,31,2,6.451612903225806
E02002544,29,2,6.896551724137931
E02002545,18,2,11.11111111111111
E02002546,24,0,0.0
E02002547,22,8,36.36363636363637
E02002549,27,0,0.0
E02002550,21,3,14.285714285714285
E02002551,23,2,8.695652173913043
E02002552,21,3,14.285714285714285
E02002553,19,3,15.789473684210526
E02002554,18,2,11.11111111111111
E02002555,32,7,21.875
E02002556,22,2,9.090909090909092
E02002558,37,7,18.91891891891892
E02002559,32,7,21.875
E02002560,19,4,21.052631578947366
E02002561,20,5,25.0
E02002562,23,1,4.3478260869565215
E02002563,19,3,15.789473684210526
E02002564,32,0,0.0
E02002567,32,2,6.25
E02002568,18,4,22.22222222222222
E02002569,31,4,12.903225806451612
E02002570,28,4,14.285714285714285
E02002571,23,2,8.695652173913043
E02002572,21,4,19.047619047619047
E02002573,29,7,24.137931034482758
E02002574,26,4,15.384615384615385
E02002575,31,2,6.451612903225806
E02002576,25,3,12.0
E02002577,26,2,7.6923076923076925
E02002578,25,5,20.0
E02002579,25,1,4.0
E02002580,25,1,4.0
E02002581,23,3,13.043478260869565
E02002582,24,2,8.333333333333332
E02002583,27,1,3.7037037037037033
E02002584,24,2,8.333333333333332
E02002585,38,7,18.421052631578945
E02002586,31,0,0.0
E02002587,22,2,9.090909090909092
E02002588,25,2,8.0
E02002589,21,4,19.047619047619047
E02002590,22,3,13.636363636363635
E02002591,21,3,14.285714285714285
E02002592,20,3,15.0
E02002593,18,2,11.11111111111111
E02002594,19,5,26.31578947368421
E02002595,28,0,0.0
E02002596,28,5,17.857142857142858
E02002597,30,2,6.666666666666667
E02002598,34,6,17.647058823529413
E02002599,33,4,12.121212121212121
E02002600,32,5,15.625
E02002601,30,1,3.3333333333333335
E02002602,26,2,7.6923076923076925
E02002603,23,0,0.0
E02002604,24,1,4.166666666666666
E02002605,29,2,6.896551724137931
E02002606,40,5,12.5
E02002607,43,6,13.953488372093023
E02002608,29,1,3.4482758620689653
E02002609,31,7,22.58064516129032
E02002610,39,9,23.076923076923077
E02002611,25,1,4.0
E02002612,32,5,15.625
E02002613,21,3,14.285714285714285
E02002614,18,1,5.555555555555555
E02002615,32,3,9.375
E02002616,23,3,13.043478260869565
E02002617,22,0,0.0
E02002618,17,0,0.0
E02002619,24,0,0.0
E02002620,24,3,12.5
E02002621,23,0,0.0
E02002622,30,1,3.3333333333333335
E02002623,36,7,19.444444444444446
E02002624,27,3,11.11111111111111
E02002625,28,0,0.0
E02002626,24,2,8.333333333333332
E02002627,22,1,4.545454545454546
E02002628,24,4,16.666666666666664
E02002629,20,0,0.0
E02002630,20,3,15.0
E02002631,31,5,16.129032258064516
E02002632,20,3,15.0
E02002633,29,5,17.24137931034483
E02002634,32,2,6.25
E02002635,29,6,20.689655172413794
E02002636,28,0,0.0
E02002637,22,2,9.090909090909092
E02002638,23,1,4.3478260869565215
E02002639,22,1,4.545454545454546
E02002640,27,0,0.0
E02002641,28,8,28.57142857142857
E02002642,31,2,6.451612903225806
E02002643,28,3,10.714285714285714
E02002644,28,2,7.142857142857142
E02002645,19,0,0.0
E02002646,25,2,8.0
E02002647,29,1,3.4482758620689653
E02002648,25,4,16.0
E02002649,30,3,10.0
E02002650,28,7,25.0
E02002651,28,2,7.142857142857142
E02002653,27,0,0.0
E02002654,22,2,9.090909090909092
E02002655,28,0,0.0
E02002656,19,3,15.789473684210526
E02002657,25,2,8.0
E02002658,23,1,4.3478260869565215
E02002659,36,2,5.555555555555555
E02002660,24,0,0.0
E02002661,26,2,7.6923076923076925
E02002662,28,3,10.714285714285714
E02002663,21,3,14.285714285714285
E02002664,23,0,0.0
E02002665,25,1,4.0
E02002666,26,1,3.8461538461538463
E02002667,27,7,25.925925925925924
E02002668,27,0,0.0
E02002669,26,2,7.6923076923076925
E02002670,28,5,17.857142857142858
E02002671,27,6,22.22222222222222
E02002672,24,0,0.0
E02002673,26,6,23.076923076923077
E02002674,26,12,46.15384615384615
E02002675,30,5,16.666666666666664
E02002676,27,5,18.51851851851852
E02002677,30,4,13.333333333333334
E02002678,29,11,37.93103448275862
E02002679,27,2,7.4074074074074066
E02002680,35,1,2.857142857142857
E02002681,25,5,20.0
E02002682,32,2,6.25
E02002684,40,23,57.49999999999999
E02002685,30,13,43.333333333333336
E02002686,28,1,3.571428571428571
E02002687,20,3,15.0
E02002688,20,5,25.0
E02002689,19,7,36.84210526315789
E02002691,28,4,14.285714285714285
E02002692,28,7,25.0
E02002693,21,8,38.095238095238095
E02002694,42,13,30.952380952380953
E02002695,29,14,48.275862068965516
E02002696,21,2,9.523809523809524
E02002697,25,5,20.0
E02002698,27,7,25.925925925925924
E02002699,33,6,18.181818181818183
E02002700,22,2,9.090909090909092
E02002701,28,6,21.428571428571427
E02002702,37,13,35.13513513513514
E02002703,30,7,23.333333333333332
E02002704,26,5,19.230769230769234
E02002705,25,11,44.0
E02002706,24,3,12.5
E02002707,22,2,9.090909090909092
E02002708,22,6,27.27272727272727
E02002709,25,3,12.0
E02002710,25,5,20.0
E02002711,25,7,28.000000000000004
E02002712,24,6,25.0
E02002714,25,6,24.0
E02002715,46,10,21.73913043478261
E02002716,27,8,29.629629629629626
E02002717,28,10,35.714285714285715
E02002718,25,3,12.0
E02002719,20,5,25.0
E02002720,20,1,5.0
E02002721,21,5,23.809523809523807
